# Copyright (c) 2018, NVIDIA CORPORATION.  All rights reserved.
# NVIDIA CORPORATION and its licensors retain all intellectual property
# and proprietary rights in and to this software, related documentation
# and any modifications thereto. Any use, reproduction, disclosure or
# distribution of this software and related documentation without an express
# license agreement from NVIDIA CORPORATION is strictly prohibited.
#
#
# dataset : NVGaze real eye (AR) / 18
#
#
imagefile,eye,gaze_x,gaze_y
000001.jpg,L,0.6504,-0.6311
000002.jpg,L,0.6504,-0.6311
000003.jpg,L,0.6504,-0.6311
000004.jpg,L,0.6504,-0.6311
000005.jpg,L,0.6504,-0.6311
000006.jpg,L,0.6504,-0.6311
000007.jpg,L,0.6504,-0.6311
000008.jpg,L,0.6504,-0.6311
000009.jpg,L,0.6504,-0.6311
000010.jpg,L,0.6504,-0.6311
000011.jpg,L,0.6504,-0.6311
000012.jpg,L,0.6504,-0.6311
000013.jpg,L,0.6504,-0.6311
000014.jpg,L,0.6504,-0.6311
000015.jpg,L,0.6504,-0.6311
000016.jpg,L,0.6504,-0.6311
000017.jpg,L,0.6504,-0.6311
000018.jpg,L,0.6504,-0.6311
000019.jpg,L,0.6504,-0.6311
000020.jpg,L,0.6504,-0.6311
000021.jpg,L,0.6504,-0.6311
000022.jpg,L,0.6504,-0.6311
000023.jpg,L,0.6504,-0.6311
000024.jpg,L,0.6504,-0.6311
000025.jpg,L,0.6504,-0.6311
000026.jpg,L,0.6504,-0.6311
000027.jpg,L,0.6504,-0.6311
000028.jpg,L,0.6504,-0.6311
000029.jpg,L,0.6504,-0.6311
000030.jpg,L,0.6504,-0.6311
000031.jpg,L,0.6504,-0.6311
000032.jpg,L,0.6504,-0.6311
000033.jpg,L,0.6504,-0.6311
000034.jpg,L,0.6504,-0.6311
000035.jpg,L,0.6504,-0.6311
000036.jpg,L,0.6504,-0.6311
000037.jpg,L,0.6504,-0.6311
000038.jpg,L,0.6504,-0.6311
000039.jpg,L,0.6504,-0.6311
000040.jpg,L,0.6504,-0.6311
000041.jpg,L,0.6504,-0.6311
000042.jpg,L,0.6504,-0.6311
000043.jpg,L,0.6504,-0.6311
000044.jpg,L,0.6504,-0.6311
000045.jpg,L,0.6504,-0.6311
000046.jpg,L,0.6504,-0.6311
000047.jpg,L,0.6504,-0.6311
000048.jpg,L,0.6504,-0.6311
000049.jpg,L,0.6504,-0.6311
000050.jpg,L,0.6504,-0.6311
000051.jpg,L,0.6504,-0.6311
000052.jpg,L,0.6504,-0.6311
000053.jpg,L,0.6504,-0.6311
000054.jpg,L,0.6504,-0.6311
000055.jpg,L,0.6504,-0.6311
000056.jpg,L,0.6504,-0.6311
000057.jpg,L,0.6504,-0.6311
000058.jpg,L,0.6504,-0.6311
000059.jpg,L,0.6504,-0.6311
000060.jpg,L,0.6504,-0.6311
000061.jpg,L,0.6504,-0.6311
000062.jpg,L,0.6504,-0.6311
000063.jpg,L,0.6504,-0.6311
000064.jpg,L,0.6504,-0.6311
000065.jpg,L,0.6504,-0.6311
000066.jpg,L,0.6504,-0.6311
000067.jpg,L,0.6504,-0.6311
000068.jpg,L,0.6504,-0.6311
000069.jpg,L,0.6504,-0.6311
000070.jpg,L,0.6504,-0.6311
000071.jpg,L,0.6504,-0.6311
000072.jpg,L,0.6504,-0.6311
000073.jpg,L,0.6504,-0.6311
000074.jpg,L,0.6504,-0.6311
000075.jpg,L,0.6504,-0.6311
000076.jpg,L,0.6504,-0.6311
000077.jpg,L,0.6504,-0.6311
000078.jpg,L,0.6504,-0.6311
000079.jpg,L,0.6504,-0.6311
000080.jpg,L,0.6504,-0.6311
000081.jpg,L,0.6504,-0.6311
000082.jpg,L,0.6504,-0.6311
000083.jpg,L,0.6504,-0.6311
000084.jpg,L,0.6504,-0.6311
000085.jpg,L,0.6504,-0.6311
000086.jpg,L,0.6504,-0.6311
000087.jpg,L,0.6504,-0.6311
000088.jpg,L,0.6504,-0.6311
000089.jpg,L,0.6504,-0.6311
000090.jpg,L,0.6504,-0.6311
