# Copyright (c) 2018, NVIDIA CORPORATION.  All rights reserved.
# NVIDIA CORPORATION and its licensors retain all intellectual property
# and proprietary rights in and to this software, related documentation
# and any modifications thereto. Any use, reproduction, disclosure or
# distribution of this software and related documentation without an express
# license agreement from NVIDIA CORPORATION is strictly prohibited.
#
#
# dataset : NVGaze real eye (AR) / 20
#
#
imagefile,eye,gaze_x,gaze_y
000001.jpg,L,0.3162,-0.3005
000002.jpg,L,0.3162,-0.3005
000003.jpg,L,0.3162,-0.3005
000004.jpg,L,0.3162,-0.3005
000005.jpg,L,0.3162,-0.3005
000006.jpg,L,0.3162,-0.3005
000007.jpg,L,0.3162,-0.3005
000008.jpg,L,0.3162,-0.3005
000009.jpg,L,0.3162,-0.3005
000010.jpg,L,0.3162,-0.3005
000011.jpg,L,0.3162,-0.3005
000012.jpg,L,0.3162,-0.3005
000013.jpg,L,0.3162,-0.3005
000014.jpg,L,0.3162,-0.3005
000015.jpg,L,0.3162,-0.3005
000016.jpg,L,0.3162,-0.3005
000017.jpg,L,0.3162,-0.3005
000018.jpg,L,0.3162,-0.3005
000019.jpg,L,0.3162,-0.3005
000020.jpg,L,0.3162,-0.3005
000021.jpg,L,0.3162,-0.3005
000022.jpg,L,0.3162,-0.3005
000023.jpg,L,0.3162,-0.3005
000024.jpg,L,0.3162,-0.3005
000025.jpg,L,0.3162,-0.3005
000026.jpg,L,0.3162,-0.3005
000027.jpg,L,0.3162,-0.3005
000028.jpg,L,0.3162,-0.3005
000029.jpg,L,0.3162,-0.3005
000030.jpg,L,0.3162,-0.3005
000031.jpg,L,0.3162,-0.3005
000032.jpg,L,0.3162,-0.3005
000033.jpg,L,0.3162,-0.3005
000034.jpg,L,0.3162,-0.3005
000035.jpg,L,0.3162,-0.3005
000036.jpg,L,0.3162,-0.3005
000037.jpg,L,0.3162,-0.3005
000038.jpg,L,0.3162,-0.3005
000039.jpg,L,0.3162,-0.3005
000040.jpg,L,0.3162,-0.3005
000041.jpg,L,0.3162,-0.3005
000042.jpg,L,0.3162,-0.3005
000043.jpg,L,0.3162,-0.3005
000044.jpg,L,0.3162,-0.3005
000045.jpg,L,0.3162,-0.3005
000046.jpg,L,0.3162,-0.3005
000047.jpg,L,0.3162,-0.3005
000048.jpg,L,0.3162,-0.3005
000049.jpg,L,0.3162,-0.3005
000050.jpg,L,0.3162,-0.3005
000051.jpg,L,0.3162,-0.3005
000052.jpg,L,0.3162,-0.3005
000053.jpg,L,0.3162,-0.3005
000054.jpg,L,0.3162,-0.3005
000055.jpg,L,0.3162,-0.3005
000056.jpg,L,0.3162,-0.3005
000057.jpg,L,0.3162,-0.3005
000058.jpg,L,0.3162,-0.3005
000059.jpg,L,0.3162,-0.3005
000060.jpg,L,0.3162,-0.3005
000061.jpg,L,0.3162,-0.3005
000062.jpg,L,0.3162,-0.3005
000063.jpg,L,0.3162,-0.3005
000064.jpg,L,0.3162,-0.3005
000065.jpg,L,0.3162,-0.3005
000066.jpg,L,0.3162,-0.3005
000067.jpg,L,0.3162,-0.3005
000068.jpg,L,0.3162,-0.3005
000069.jpg,L,0.3162,-0.3005
000070.jpg,L,0.3162,-0.3005
000071.jpg,L,0.3162,-0.3005
000072.jpg,L,0.3162,-0.3005
000073.jpg,L,0.3162,-0.3005
000074.jpg,L,0.3162,-0.3005
000075.jpg,L,0.3162,-0.3005
000076.jpg,L,0.3162,-0.3005
000077.jpg,L,0.3162,-0.3005
000078.jpg,L,0.3162,-0.3005
000079.jpg,L,0.3162,-0.3005
000080.jpg,L,0.3162,-0.3005
000081.jpg,L,0.3162,-0.3005
000082.jpg,L,0.3162,-0.3005
000083.jpg,L,0.3162,-0.3005
000084.jpg,L,0.3162,-0.3005
000085.jpg,L,0.3162,-0.3005
000086.jpg,L,0.3162,-0.3005
000087.jpg,L,0.3162,-0.3005
000088.jpg,L,0.3162,-0.3005
000089.jpg,L,0.3162,-0.3005
000090.jpg,L,0.3162,-0.3005
000091.jpg,L,0.3162,-0.3005
000092.jpg,L,0.3162,-0.3005
000093.jpg,L,0.3162,-0.3005
000094.jpg,L,0.3162,-0.3005
000095.jpg,L,0.3162,-0.3005
000096.jpg,L,0.3162,-0.3005
000097.jpg,L,0.3162,-0.3005
000098.jpg,L,0.3162,-0.3005
000099.jpg,L,0.3162,-0.3005
000100.jpg,L,0.3162,-0.3005
000101.jpg,L,0.3162,-0.3005
000102.jpg,L,0.3162,-0.3005
000103.jpg,L,0.3162,-0.3005
000104.jpg,L,0.3162,-0.3005
000105.jpg,L,0.3162,-0.3005
000106.jpg,L,0.3162,-0.3005
000107.jpg,L,0.3162,-0.3005
000108.jpg,L,0.3162,-0.3005
000109.jpg,L,0.3162,-0.3005
000110.jpg,L,0.3162,-0.3005
000111.jpg,L,0.3162,-0.3005
000112.jpg,L,0.3162,-0.3005
000113.jpg,L,0.3162,-0.3005
000114.jpg,L,0.3162,-0.3005
000115.jpg,L,0.3162,-0.3005
000116.jpg,L,0.3162,-0.3005
000117.jpg,L,0.3162,-0.3005
000118.jpg,L,0.3162,-0.3005
000119.jpg,L,0.3162,-0.3005
000120.jpg,L,0.3162,-0.3005
000121.jpg,L,0.3162,-0.3005
000122.jpg,L,0.3162,-0.3005
000123.jpg,L,0.3162,-0.3005
000124.jpg,L,0.3162,-0.3005
000125.jpg,L,0.3162,-0.3005
000126.jpg,L,0.3162,-0.3005
000127.jpg,L,0.3162,-0.3005
000128.jpg,L,0.3162,-0.3005
000129.jpg,L,0.3162,-0.3005
000130.jpg,L,0.3162,-0.3005
000131.jpg,L,0.3162,-0.3005
000132.jpg,L,0.3162,-0.3005
000133.jpg,L,0.3162,-0.3005
000134.jpg,L,0.3162,-0.3005
000135.jpg,L,0.3162,-0.3005
000136.jpg,L,0.3162,-0.3005
000137.jpg,L,0.3162,-0.3005
000138.jpg,L,0.3162,-0.3005
000139.jpg,L,0.3162,-0.3005
000140.jpg,L,0.3162,-0.3005
000141.jpg,L,0.3162,-0.3005
000142.jpg,L,0.3162,-0.3005
000143.jpg,L,0.3162,-0.3005
000144.jpg,L,0.3162,-0.3005
000145.jpg,L,0.3162,-0.3005
000146.jpg,L,0.3162,-0.3005
000147.jpg,L,0.3162,-0.3005
000148.jpg,L,0.3162,-0.3005
000149.jpg,L,0.3162,-0.3005
000150.jpg,L,0.3162,-0.3005
000151.jpg,L,0.3162,-0.3005
000152.jpg,L,0.3162,-0.3005
000153.jpg,L,0.3162,-0.3005
000154.jpg,L,0.3162,-0.3005
000155.jpg,L,0.3162,-0.3005
000156.jpg,L,0.3162,-0.3005
000157.jpg,L,0.3162,-0.3005
000158.jpg,L,0.3162,-0.3005
000159.jpg,L,0.3162,-0.3005
000160.jpg,L,0.3162,-0.3005
000161.jpg,L,0.3162,-0.3005
000162.jpg,L,0.3162,-0.3005
000163.jpg,L,0.3162,-0.3005
000164.jpg,L,0.3162,-0.3005
000165.jpg,L,0.3162,-0.3005
000166.jpg,L,0.3162,-0.3005
000167.jpg,L,0.3162,-0.3005
000168.jpg,L,0.3162,-0.3005
000169.jpg,L,0.3162,-0.3005
000170.jpg,L,0.3162,-0.3005
000171.jpg,L,0.3162,-0.3005
000172.jpg,L,0.3162,-0.3005
000173.jpg,L,0.3162,-0.3005
000174.jpg,L,0.3162,-0.3005
000175.jpg,L,0.3162,-0.3005
000176.jpg,L,0.3162,-0.3005
000177.jpg,L,0.3162,-0.3005
000178.jpg,L,0.3162,-0.3005
000179.jpg,L,0.3162,-0.3005
000180.jpg,L,0.3162,-0.3005
000181.jpg,L,0.3162,-0.3005
000182.jpg,L,0.3162,-0.3005
000183.jpg,L,0.3162,-0.3005
000184.jpg,L,0.3162,-0.3005
000185.jpg,L,0.3162,-0.3005
000186.jpg,L,0.3162,-0.3005
000187.jpg,L,0.3162,-0.3005
000188.jpg,L,0.3162,-0.3005
000189.jpg,L,0.3162,-0.3005
000190.jpg,L,0.3162,-0.3005
000191.jpg,L,0.3162,-0.3005
000192.jpg,L,0.3162,-0.3005
000193.jpg,L,0.3162,-0.3005
000194.jpg,L,0.3162,-0.3005
000195.jpg,L,0.3162,-0.3005
000196.jpg,L,0.3162,-0.3005
000197.jpg,L,0.3162,-0.3005
000198.jpg,L,0.3162,-0.3005
000199.jpg,L,0.3162,-0.3005
000200.jpg,L,0.3162,-0.3005
000201.jpg,L,0.3162,-0.3005
000202.jpg,L,0.3162,-0.3005
000203.jpg,L,0.3162,-0.3005
000204.jpg,L,0.3162,-0.3005
000205.jpg,L,0.3162,-0.3005
000206.jpg,L,0.3162,-0.3005
000207.jpg,L,0.3162,-0.3005
000208.jpg,L,0.3162,-0.3005
000209.jpg,L,0.3162,-0.3005
000210.jpg,L,0.3162,-0.3005
000211.jpg,L,0.3162,-0.3005
000212.jpg,L,0.3162,-0.3005
000213.jpg,L,0.3162,-0.3005
000214.jpg,L,0.3162,-0.3005
000215.jpg,L,0.3162,-0.3005
000216.jpg,L,0.3162,-0.3005
000217.jpg,L,0.3162,-0.3005
000218.jpg,L,0.3162,-0.3005
000219.jpg,L,0.3162,-0.3005
000220.jpg,L,0.3162,-0.3005
000221.jpg,L,0.3162,-0.3005
000222.jpg,L,0.3162,-0.3005
000223.jpg,L,0.3162,-0.3005
000224.jpg,L,0.3162,-0.3005
000225.jpg,L,0.3162,-0.3005
000226.jpg,L,0.3162,-0.3005
000227.jpg,L,0.3162,-0.3005
000228.jpg,L,0.3162,-0.3005
000229.jpg,L,0.3162,-0.3005
000230.jpg,L,0.3162,-0.3005
000231.jpg,L,0.3162,-0.3005
000232.jpg,L,0.3162,-0.3005
000233.jpg,L,0.3162,-0.3005
000234.jpg,L,0.3162,-0.3005
000235.jpg,L,0.3162,-0.3005
000236.jpg,L,0.3162,-0.3005
000237.jpg,L,0.3162,-0.3005
000238.jpg,L,0.3162,-0.3005
000239.jpg,L,0.3162,-0.3005
000240.jpg,L,0.3162,-0.3005
000241.jpg,L,0.3162,-0.3005
000242.jpg,L,0.3162,-0.3005
000243.jpg,L,0.3162,-0.3005
000244.jpg,L,0.3162,-0.3005
000245.jpg,L,0.3162,-0.3005
000246.jpg,L,0.3162,-0.3005
000247.jpg,L,0.3162,-0.3005
000248.jpg,L,0.3162,-0.3005
000249.jpg,L,0.3162,-0.3005
000250.jpg,L,0.3162,-0.3005
000251.jpg,L,0.3162,-0.3005
000252.jpg,L,0.3162,-0.3005
000253.jpg,L,0.3162,-0.3005
000254.jpg,L,0.3162,-0.3005
000255.jpg,L,0.3162,-0.3005
000256.jpg,L,0.3162,-0.3005
000257.jpg,L,0.3162,-0.3005
000258.jpg,L,0.3162,-0.3005
000259.jpg,L,0.3162,-0.3005
000260.jpg,L,0.3162,-0.3005
000261.jpg,L,0.3162,-0.3005
000262.jpg,L,0.3162,-0.3005
000263.jpg,L,0.3162,-0.3005
000264.jpg,L,0.3162,-0.3005
000265.jpg,L,0.3162,-0.3005
000266.jpg,L,0.3162,-0.3005
000267.jpg,L,0.3162,-0.3005
000268.jpg,L,0.3162,-0.3005
000269.jpg,L,0.3162,-0.3005
000270.jpg,L,0.3162,-0.3005
000271.jpg,L,0.3162,-0.3005
000272.jpg,L,0.3162,-0.3005
000273.jpg,L,0.3162,-0.3005
000274.jpg,L,0.3162,-0.3005
000275.jpg,L,0.3162,-0.3005
000276.jpg,L,0.3162,-0.3005
000277.jpg,L,0.3162,-0.3005
000278.jpg,L,0.3162,-0.3005
000279.jpg,L,0.3162,-0.3005
000280.jpg,L,0.3162,-0.3005
000281.jpg,L,0.3162,-0.3005
000282.jpg,L,0.3162,-0.3005
000283.jpg,L,0.3162,-0.3005
000284.jpg,L,0.3162,-0.3005
000285.jpg,L,0.3162,-0.3005
000286.jpg,L,0.3162,-0.3005
000287.jpg,L,0.3162,-0.3005
000288.jpg,L,0.3162,-0.3005
000289.jpg,L,0.3162,-0.3005
000290.jpg,L,0.3162,-0.3005
000291.jpg,L,0.3162,-0.3005
000292.jpg,L,0.3162,-0.3005
000293.jpg,L,0.3162,-0.3005
000294.jpg,L,0.3162,-0.3005
000295.jpg,L,0.3162,-0.3005
000296.jpg,L,0.3162,-0.3005
000297.jpg,L,0.3162,-0.3005
000298.jpg,L,0.3162,-0.3005
000299.jpg,L,0.3162,-0.3005
000300.jpg,L,0.3162,-0.3005
000301.jpg,L,0.3162,-0.3005
000302.jpg,L,0.3162,-0.3005
000303.jpg,L,0.3162,-0.3005
000304.jpg,L,0.3162,-0.3005
000305.jpg,L,0.3162,-0.3005
000306.jpg,L,0.3162,-0.3005
000307.jpg,L,0.3162,-0.3005
000308.jpg,L,0.3162,-0.3005
000309.jpg,L,0.3162,-0.3005
000310.jpg,L,0.3162,-0.3005
000311.jpg,L,0.3162,-0.3005
000312.jpg,L,0.3162,-0.3005
000313.jpg,L,0.3162,-0.3005
000314.jpg,L,0.3162,-0.3005
000315.jpg,L,0.3162,-0.3005
000316.jpg,L,0.3162,-0.3005
000317.jpg,L,0.3162,-0.3005
000318.jpg,L,0.3162,-0.3005
000319.jpg,L,0.3162,-0.3005
000320.jpg,L,0.3162,-0.3005
000321.jpg,L,0.3162,-0.3005
000322.jpg,L,0.3162,-0.3005
000323.jpg,L,0.3162,-0.3005
000324.jpg,L,0.3162,-0.3005
000325.jpg,L,0.3162,-0.3005
000326.jpg,L,0.3162,-0.3005
000327.jpg,L,0.3162,-0.3005
000328.jpg,L,0.3162,-0.3005
000329.jpg,L,0.3162,-0.3005
000330.jpg,L,0.3162,-0.3005
000331.jpg,L,0.3162,-0.3005
000332.jpg,L,0.3162,-0.3005
000333.jpg,L,0.3162,-0.3005
000334.jpg,L,0.3162,-0.3005
000335.jpg,L,0.3162,-0.3005
000336.jpg,L,0.3162,-0.3005
000337.jpg,L,0.3162,-0.3005
000338.jpg,L,0.3162,-0.3005
000339.jpg,L,0.3162,-0.3005
000340.jpg,L,0.3162,-0.3005
000341.jpg,L,0.3162,-0.3005
000342.jpg,L,0.3162,-0.3005
000343.jpg,L,0.3162,-0.3005
000344.jpg,L,0.3162,-0.3005
000345.jpg,L,0.3162,-0.3005
000346.jpg,L,0.3162,-0.3005
000347.jpg,L,0.3162,-0.3005
000348.jpg,L,0.3162,-0.3005
000349.jpg,L,0.3162,-0.3005
000350.jpg,L,0.3162,-0.3005
000351.jpg,L,0.3162,-0.3005
000352.jpg,L,0.3162,-0.3005
000353.jpg,R,0.3162,-0.3005
000354.jpg,R,0.3162,-0.3005
000355.jpg,R,0.3162,-0.3005
000356.jpg,R,0.3162,-0.3005
000357.jpg,R,0.3162,-0.3005
000358.jpg,R,0.3162,-0.3005
000359.jpg,R,0.3162,-0.3005
000360.jpg,R,0.3162,-0.3005
000361.jpg,R,0.3162,-0.3005
000362.jpg,R,0.3162,-0.3005
000363.jpg,R,0.3162,-0.3005
000364.jpg,R,0.3162,-0.3005
000365.jpg,R,0.3162,-0.3005
000366.jpg,R,0.3162,-0.3005
000367.jpg,R,0.3162,-0.3005
000368.jpg,R,0.3162,-0.3005
000369.jpg,R,0.3162,-0.3005
000370.jpg,R,0.3162,-0.3005
000371.jpg,R,0.3162,-0.3005
000372.jpg,R,0.3162,-0.3005
000373.jpg,R,0.3162,-0.3005
000374.jpg,R,0.3162,-0.3005
000375.jpg,R,0.3162,-0.3005
000376.jpg,R,0.3162,-0.3005
000377.jpg,R,0.3162,-0.3005
000378.jpg,R,0.3162,-0.3005
000379.jpg,R,0.3162,-0.3005
000380.jpg,R,0.3162,-0.3005
000381.jpg,R,0.3162,-0.3005
000382.jpg,R,0.3162,-0.3005
000383.jpg,R,0.3162,-0.3005
000384.jpg,R,0.3162,-0.3005
000385.jpg,R,0.3162,-0.3005
000386.jpg,R,0.3162,-0.3005
000387.jpg,R,0.3162,-0.3005
000388.jpg,R,0.3162,-0.3005
000389.jpg,R,0.3162,-0.3005
000390.jpg,R,0.3162,-0.3005
000391.jpg,R,0.3162,-0.3005
000392.jpg,R,0.3162,-0.3005
000393.jpg,R,0.3162,-0.3005
000394.jpg,R,0.3162,-0.3005
000395.jpg,R,0.3162,-0.3005
000396.jpg,R,0.3162,-0.3005
000397.jpg,R,0.3162,-0.3005
000398.jpg,R,0.3162,-0.3005
000399.jpg,R,0.3162,-0.3005
000400.jpg,R,0.3162,-0.3005
000401.jpg,R,0.3162,-0.3005
000402.jpg,R,0.3162,-0.3005
000403.jpg,R,0.3162,-0.3005
000404.jpg,R,0.3162,-0.3005
000405.jpg,R,0.3162,-0.3005
000406.jpg,R,0.3162,-0.3005
000407.jpg,R,0.3162,-0.3005
000408.jpg,R,0.3162,-0.3005
000409.jpg,R,0.3162,-0.3005
000410.jpg,R,0.3162,-0.3005
000411.jpg,R,0.3162,-0.3005
000412.jpg,R,0.3162,-0.3005
000413.jpg,R,0.3162,-0.3005
000414.jpg,R,0.3162,-0.3005
000415.jpg,R,0.3162,-0.3005
000416.jpg,R,0.3162,-0.3005
000417.jpg,R,0.3162,-0.3005
000418.jpg,R,0.3162,-0.3005
000419.jpg,R,0.3162,-0.3005
000420.jpg,R,0.3162,-0.3005
000421.jpg,R,0.3162,-0.3005
000422.jpg,R,0.3162,-0.3005
000423.jpg,R,0.3162,-0.3005
000424.jpg,R,0.3162,-0.3005
000425.jpg,R,0.3162,-0.3005
000426.jpg,R,0.3162,-0.3005
000427.jpg,R,0.3162,-0.3005
000428.jpg,R,0.3162,-0.3005
000429.jpg,R,0.3162,-0.3005
000430.jpg,R,0.3162,-0.3005
000431.jpg,R,0.3162,-0.3005
000432.jpg,R,0.3162,-0.3005
000433.jpg,R,0.3162,-0.3005
000434.jpg,R,0.3162,-0.3005
000435.jpg,R,0.3162,-0.3005
000436.jpg,R,0.3162,-0.3005
000437.jpg,R,0.3162,-0.3005
000438.jpg,R,0.3162,-0.3005
000439.jpg,R,0.3162,-0.3005
000440.jpg,R,0.3162,-0.3005
000441.jpg,R,0.3162,-0.3005
000442.jpg,R,0.3162,-0.3005
000443.jpg,R,0.3162,-0.3005
000444.jpg,R,0.3162,-0.3005
000445.jpg,R,0.3162,-0.3005
000446.jpg,R,0.3162,-0.3005
000447.jpg,R,0.3162,-0.3005
000448.jpg,R,0.3162,-0.3005
000449.jpg,R,0.3162,-0.3005
000450.jpg,R,0.3162,-0.3005
000451.jpg,R,0.3162,-0.3005
000452.jpg,R,0.3162,-0.3005
000453.jpg,R,0.3162,-0.3005
000454.jpg,R,0.3162,-0.3005
000455.jpg,R,0.3162,-0.3005
000456.jpg,R,0.3162,-0.3005
000457.jpg,R,0.3162,-0.3005
000458.jpg,R,0.3162,-0.3005
000459.jpg,R,0.3162,-0.3005
000460.jpg,R,0.3162,-0.3005
000461.jpg,R,0.3162,-0.3005
000462.jpg,R,0.3162,-0.3005
000463.jpg,R,0.3162,-0.3005
000464.jpg,R,0.3162,-0.3005
000465.jpg,R,0.3162,-0.3005
000466.jpg,R,0.3162,-0.3005
000467.jpg,R,0.3162,-0.3005
000468.jpg,R,0.3162,-0.3005
000469.jpg,R,0.3162,-0.3005
000470.jpg,R,0.3162,-0.3005
000471.jpg,R,0.3162,-0.3005
000472.jpg,R,0.3162,-0.3005
000473.jpg,R,0.3162,-0.3005
000474.jpg,R,0.3162,-0.3005
000475.jpg,R,0.3162,-0.3005
000476.jpg,R,0.3162,-0.3005
000477.jpg,R,0.3162,-0.3005
000478.jpg,R,0.3162,-0.3005
000479.jpg,R,0.3162,-0.3005
000480.jpg,R,0.3162,-0.3005
000481.jpg,R,0.3162,-0.3005
000482.jpg,R,0.3162,-0.3005
000483.jpg,R,0.3162,-0.3005
000484.jpg,R,0.3162,-0.3005
000485.jpg,R,0.3162,-0.3005
000486.jpg,R,0.3162,-0.3005
000487.jpg,R,0.3162,-0.3005
000488.jpg,R,0.3162,-0.3005
000489.jpg,R,0.3162,-0.3005
000490.jpg,R,0.3162,-0.3005
000491.jpg,R,0.3162,-0.3005
000492.jpg,R,0.3162,-0.3005
000493.jpg,R,0.3162,-0.3005
000494.jpg,R,0.3162,-0.3005
000495.jpg,R,0.3162,-0.3005
000496.jpg,R,0.3162,-0.3005
000497.jpg,R,0.3162,-0.3005
000498.jpg,R,0.3162,-0.3005
000499.jpg,R,0.3162,-0.3005
000500.jpg,R,0.3162,-0.3005
000501.jpg,R,0.3162,-0.3005
000502.jpg,R,0.3162,-0.3005
000503.jpg,R,0.3162,-0.3005
000504.jpg,R,0.3162,-0.3005
000505.jpg,R,0.3162,-0.3005
000506.jpg,R,0.3162,-0.3005
000507.jpg,R,0.3162,-0.3005
000508.jpg,R,0.3162,-0.3005
000509.jpg,R,0.3162,-0.3005
000510.jpg,R,0.3162,-0.3005
000511.jpg,R,0.3162,-0.3005
000512.jpg,R,0.3162,-0.3005
000513.jpg,R,0.3162,-0.3005
000514.jpg,R,0.3162,-0.3005
000515.jpg,R,0.3162,-0.3005
000516.jpg,R,0.3162,-0.3005
000517.jpg,R,0.3162,-0.3005
000518.jpg,R,0.3162,-0.3005
000519.jpg,R,0.3162,-0.3005
000520.jpg,R,0.3162,-0.3005
000521.jpg,R,0.3162,-0.3005
000522.jpg,R,0.3162,-0.3005
000523.jpg,R,0.3162,-0.3005
000524.jpg,R,0.3162,-0.3005
000525.jpg,R,0.3162,-0.3005
000526.jpg,R,0.3162,-0.3005
000527.jpg,R,0.3162,-0.3005
000528.jpg,R,0.3162,-0.3005
000529.jpg,R,0.3162,-0.3005
000530.jpg,R,0.3162,-0.3005
000531.jpg,R,0.3162,-0.3005
000532.jpg,R,0.3162,-0.3005
000533.jpg,R,0.3162,-0.3005
000534.jpg,R,0.3162,-0.3005
000535.jpg,R,0.3162,-0.3005
000536.jpg,R,0.3162,-0.3005
000537.jpg,R,0.3162,-0.3005
000538.jpg,R,0.3162,-0.3005
000539.jpg,R,0.3162,-0.3005
000540.jpg,R,0.3162,-0.3005
000541.jpg,R,0.3162,-0.3005
000542.jpg,R,0.3162,-0.3005
000543.jpg,R,0.3162,-0.3005
000544.jpg,R,0.3162,-0.3005
000545.jpg,R,0.3162,-0.3005
000546.jpg,R,0.3162,-0.3005
000547.jpg,R,0.3162,-0.3005
000548.jpg,R,0.3162,-0.3005
000549.jpg,R,0.3162,-0.3005
000550.jpg,R,0.3162,-0.3005
000551.jpg,R,0.3162,-0.3005
000552.jpg,R,0.3162,-0.3005
000553.jpg,R,0.3162,-0.3005
000554.jpg,R,0.3162,-0.3005
000555.jpg,R,0.3162,-0.3005
000556.jpg,R,0.3162,-0.3005
000557.jpg,R,0.3162,-0.3005
000558.jpg,R,0.3162,-0.3005
000559.jpg,R,0.3162,-0.3005
000560.jpg,R,0.3162,-0.3005
000561.jpg,R,0.3162,-0.3005
000562.jpg,R,0.3162,-0.3005
000563.jpg,R,0.3162,-0.3005
000564.jpg,R,0.3162,-0.3005
000565.jpg,R,0.3162,-0.3005
000566.jpg,R,0.3162,-0.3005
000567.jpg,R,0.3162,-0.3005
000568.jpg,R,0.3162,-0.3005
000569.jpg,R,0.3162,-0.3005
000570.jpg,R,0.3162,-0.3005
000571.jpg,R,0.3162,-0.3005
000572.jpg,R,0.3162,-0.3005
000573.jpg,R,0.3162,-0.3005
