# Copyright (c) 2018, NVIDIA CORPORATION.  All rights reserved.
# NVIDIA CORPORATION and its licensors retain all intellectual property
# and proprietary rights in and to this software, related documentation
# and any modifications thereto. Any use, reproduction, disclosure or
# distribution of this software and related documentation without an express
# license agreement from NVIDIA CORPORATION is strictly prohibited.
#
#
# dataset : NVGaze real eye (AR) / 14
#
#
imagefile,eye,gaze_x,gaze_y
000001.jpg,L,0.3764,0.1982
000002.jpg,L,0.3764,0.1982
000003.jpg,L,0.3764,0.1982
000004.jpg,L,0.3764,0.1982
000005.jpg,L,0.3764,0.1982
000006.jpg,L,0.3764,0.1982
000007.jpg,L,0.3764,0.1982
000008.jpg,L,0.3764,0.1982
000009.jpg,L,0.3764,0.1982
000010.jpg,L,0.3764,0.1982
000011.jpg,L,0.3764,0.1982
000012.jpg,L,0.3764,0.1982
000013.jpg,L,0.3764,0.1982
000014.jpg,L,0.3764,0.1982
000015.jpg,L,0.3764,0.1982
000016.jpg,L,0.3764,0.1982
000017.jpg,L,0.3764,0.1982
000018.jpg,L,0.3764,0.1982
000019.jpg,L,0.3764,0.1982
000020.jpg,L,0.3764,0.1982
000021.jpg,L,0.3764,0.1982
000022.jpg,L,0.3764,0.1982
000023.jpg,L,0.3764,0.1982
000024.jpg,L,0.3764,0.1982
000025.jpg,L,0.3764,0.1982
000026.jpg,L,0.3764,0.1982
000027.jpg,L,0.3764,0.1982
000028.jpg,L,0.3764,0.1982
000029.jpg,L,0.3764,0.1982
000030.jpg,L,0.3764,0.1982
000031.jpg,L,0.3764,0.1982
000032.jpg,L,0.3764,0.1982
000033.jpg,L,0.3764,0.1982
000034.jpg,L,0.3764,0.1982
000035.jpg,L,0.3764,0.1982
000036.jpg,L,0.3764,0.1982
000037.jpg,L,0.3764,0.1982
000038.jpg,L,0.3764,0.1982
000039.jpg,L,0.3764,0.1982
000040.jpg,L,0.3764,0.1982
000041.jpg,L,0.3764,0.1982
000042.jpg,L,0.3764,0.1982
000043.jpg,L,0.3764,0.1982
000044.jpg,L,0.3764,0.1982
000045.jpg,L,0.3764,0.1982
000046.jpg,L,0.3764,0.1982
000047.jpg,L,0.3764,0.1982
000048.jpg,L,0.3764,0.1982
000049.jpg,L,0.3764,0.1982
000050.jpg,L,0.3764,0.1982
000051.jpg,L,0.3764,0.1982
000052.jpg,L,0.3764,0.1982
000053.jpg,L,0.3764,0.1982
000054.jpg,L,0.3764,0.1982
000055.jpg,L,0.3764,0.1982
000056.jpg,L,0.3764,0.1982
000057.jpg,L,0.3764,0.1982
000058.jpg,L,0.3764,0.1982
000059.jpg,L,0.3764,0.1982
000060.jpg,L,0.3764,0.1982
000061.jpg,L,0.3764,0.1982
000062.jpg,L,0.3764,0.1982
000063.jpg,L,0.3764,0.1982
000064.jpg,L,0.3764,0.1982
000065.jpg,L,0.3764,0.1982
000066.jpg,L,0.3764,0.1982
000067.jpg,L,0.3764,0.1982
000068.jpg,L,0.3764,0.1982
000069.jpg,L,0.3764,0.1982
000070.jpg,L,0.3764,0.1982
000071.jpg,L,0.3764,0.1982
000072.jpg,L,0.3764,0.1982
000073.jpg,L,0.3764,0.1982
000074.jpg,L,0.3764,0.1982
000075.jpg,L,0.3764,0.1982
000076.jpg,L,0.3764,0.1982
000077.jpg,L,0.3764,0.1982
000078.jpg,L,0.3764,0.1982
000079.jpg,L,0.3764,0.1982
000080.jpg,L,0.3764,0.1982
000081.jpg,L,0.3764,0.1982
000082.jpg,L,0.3764,0.1982
000083.jpg,L,0.3764,0.1982
000084.jpg,L,0.3764,0.1982
000085.jpg,L,0.3764,0.1982
000086.jpg,L,0.3764,0.1982
000087.jpg,L,0.3764,0.1982
000088.jpg,L,0.3764,0.1982
000089.jpg,L,0.3764,0.1982
000090.jpg,L,0.3764,0.1982
000091.jpg,L,0.3764,0.1982
000092.jpg,L,0.3764,0.1982
000093.jpg,L,0.3764,0.1982
000094.jpg,L,0.3764,0.1982
000095.jpg,L,0.3764,0.1982
000096.jpg,L,0.3764,0.1982
000097.jpg,L,0.3764,0.1982
000098.jpg,L,0.3764,0.1982
000099.jpg,L,0.3764,0.1982
000100.jpg,L,0.3764,0.1982
000101.jpg,L,0.3764,0.1982
000102.jpg,L,0.3764,0.1982
000103.jpg,L,0.3764,0.1982
000104.jpg,L,0.3764,0.1982
000105.jpg,L,0.3764,0.1982
000106.jpg,L,0.3764,0.1982
000107.jpg,L,0.3764,0.1982
000108.jpg,L,0.3764,0.1982
000109.jpg,L,0.3764,0.1982
000110.jpg,L,0.3764,0.1982
000111.jpg,L,0.3764,0.1982
000112.jpg,L,0.3764,0.1982
000113.jpg,L,0.3764,0.1982
000114.jpg,L,0.3764,0.1982
000115.jpg,L,0.3764,0.1982
000116.jpg,L,0.3764,0.1982
000117.jpg,L,0.3764,0.1982
000118.jpg,L,0.3764,0.1982
000119.jpg,L,0.3764,0.1982
000120.jpg,L,0.3764,0.1982
000121.jpg,L,0.3764,0.1982
000122.jpg,L,0.3764,0.1982
000123.jpg,L,0.3764,0.1982
000124.jpg,L,0.3764,0.1982
000125.jpg,L,0.3764,0.1982
000126.jpg,L,0.3764,0.1982
000127.jpg,L,0.3764,0.1982
000128.jpg,L,0.3764,0.1982
000129.jpg,L,0.3764,0.1982
000130.jpg,L,0.3764,0.1982
000131.jpg,L,0.3764,0.1982
000132.jpg,L,0.3764,0.1982
000133.jpg,L,0.3764,0.1982
000134.jpg,L,0.3764,0.1982
000135.jpg,L,0.3764,0.1982
000136.jpg,L,0.3764,0.1982
000137.jpg,L,0.3764,0.1982
000138.jpg,L,0.3764,0.1982
000139.jpg,L,0.3764,0.1982
000140.jpg,L,0.3764,0.1982
000141.jpg,L,0.3764,0.1982
000142.jpg,L,0.3764,0.1982
000143.jpg,L,0.3764,0.1982
000144.jpg,L,0.3764,0.1982
000145.jpg,L,0.3764,0.1982
000146.jpg,L,0.3764,0.1982
000147.jpg,L,0.3764,0.1982
000148.jpg,L,0.3764,0.1982
000149.jpg,L,0.3764,0.1982
000150.jpg,L,0.3764,0.1982
000151.jpg,L,0.3764,0.1982
000152.jpg,L,0.3764,0.1982
000153.jpg,L,0.3764,0.1982
000154.jpg,L,0.3764,0.1982
000155.jpg,L,0.3764,0.1982
000156.jpg,L,0.3764,0.1982
000157.jpg,L,0.3764,0.1982
000158.jpg,L,0.3764,0.1982
000159.jpg,L,0.3764,0.1982
000160.jpg,L,0.3764,0.1982
000161.jpg,L,0.3764,0.1982
000162.jpg,L,0.3764,0.1982
000163.jpg,L,0.3764,0.1982
000164.jpg,L,0.3764,0.1982
000165.jpg,L,0.3764,0.1982
000166.jpg,L,0.3764,0.1982
000167.jpg,L,0.3764,0.1982
000168.jpg,L,0.3764,0.1982
000169.jpg,L,0.3764,0.1982
000170.jpg,L,0.3764,0.1982
000171.jpg,L,0.3764,0.1982
000172.jpg,L,0.3764,0.1982
000173.jpg,L,0.3764,0.1982
000174.jpg,L,0.3764,0.1982
000175.jpg,L,0.3764,0.1982
000176.jpg,L,0.3764,0.1982
000177.jpg,L,0.3764,0.1982
000178.jpg,L,0.3764,0.1982
000179.jpg,L,0.3764,0.1982
000180.jpg,L,0.3764,0.1982
000181.jpg,L,0.3764,0.1982
000182.jpg,L,0.3764,0.1982
000183.jpg,L,0.3764,0.1982
000184.jpg,L,0.3764,0.1982
000185.jpg,L,0.3764,0.1982
000186.jpg,L,0.3764,0.1982
000187.jpg,L,0.3764,0.1982
000188.jpg,L,0.3764,0.1982
000189.jpg,L,0.3764,0.1982
000190.jpg,L,0.3764,0.1982
000191.jpg,L,0.3764,0.1982
000192.jpg,L,0.3764,0.1982
000193.jpg,L,0.3764,0.1982
000194.jpg,L,0.3764,0.1982
000195.jpg,L,0.3764,0.1982
000196.jpg,L,0.3764,0.1982
000197.jpg,L,0.3764,0.1982
000198.jpg,L,0.3764,0.1982
000199.jpg,L,0.3764,0.1982
000200.jpg,L,0.3764,0.1982
000201.jpg,L,0.3764,0.1982
000202.jpg,L,0.3764,0.1982
000203.jpg,L,0.3764,0.1982
000204.jpg,L,0.3764,0.1982
000205.jpg,L,0.3764,0.1982
000206.jpg,L,0.3764,0.1982
000207.jpg,L,0.3764,0.1982
000208.jpg,L,0.3764,0.1982
000209.jpg,L,0.3764,0.1982
000210.jpg,L,0.3764,0.1982
000211.jpg,L,0.3764,0.1982
000212.jpg,L,0.3764,0.1982
000213.jpg,L,0.3764,0.1982
000214.jpg,L,0.3764,0.1982
000215.jpg,L,0.3764,0.1982
000216.jpg,L,0.3764,0.1982
000217.jpg,L,0.3764,0.1982
000218.jpg,L,0.3764,0.1982
000219.jpg,L,0.3764,0.1982
000220.jpg,L,0.3764,0.1982
000221.jpg,L,0.3764,0.1982
000222.jpg,L,0.3764,0.1982
000223.jpg,L,0.3764,0.1982
000224.jpg,L,0.3764,0.1982
000225.jpg,L,0.3764,0.1982
000226.jpg,L,0.3764,0.1982
000227.jpg,L,0.3764,0.1982
000228.jpg,L,0.3764,0.1982
000229.jpg,L,0.3764,0.1982
000230.jpg,L,0.3764,0.1982
000231.jpg,L,0.3764,0.1982
000232.jpg,L,0.3764,0.1982
000233.jpg,L,0.3764,0.1982
000234.jpg,L,0.3764,0.1982
000235.jpg,L,0.3764,0.1982
000236.jpg,L,0.3764,0.1982
000237.jpg,L,0.3764,0.1982
000238.jpg,L,0.3764,0.1982
000239.jpg,L,0.3764,0.1982
000240.jpg,L,0.3764,0.1982
000241.jpg,L,0.3764,0.1982
000242.jpg,L,0.3764,0.1982
000243.jpg,L,0.3764,0.1982
000244.jpg,L,0.3764,0.1982
000245.jpg,L,0.3764,0.1982
000246.jpg,L,0.3764,0.1982
000247.jpg,L,0.3764,0.1982
000248.jpg,L,0.3764,0.1982
000249.jpg,L,0.3764,0.1982
000250.jpg,L,0.3764,0.1982
000251.jpg,L,0.3764,0.1982
000252.jpg,L,0.3764,0.1982
000253.jpg,L,0.3764,0.1982
000254.jpg,L,0.3764,0.1982
000255.jpg,L,0.3764,0.1982
000256.jpg,L,0.3764,0.1982
000257.jpg,L,0.3764,0.1982
000258.jpg,L,0.3764,0.1982
000259.jpg,L,0.3764,0.1982
000260.jpg,L,0.3764,0.1982
000261.jpg,L,0.3764,0.1982
000262.jpg,L,0.3764,0.1982
000263.jpg,L,0.3764,0.1982
000264.jpg,L,0.3764,0.1982
000265.jpg,L,0.3764,0.1982
000266.jpg,L,0.3764,0.1982
000267.jpg,L,0.3764,0.1982
000268.jpg,L,0.3764,0.1982
000269.jpg,L,0.3764,0.1982
000270.jpg,L,0.3764,0.1982
000271.jpg,L,0.3764,0.1982
000272.jpg,L,0.3764,0.1982
000273.jpg,L,0.3764,0.1982
000274.jpg,L,0.3764,0.1982
000275.jpg,L,0.3764,0.1982
000276.jpg,L,0.3764,0.1982
000277.jpg,L,0.3764,0.1982
000278.jpg,L,0.3764,0.1982
000279.jpg,L,0.3764,0.1982
000280.jpg,L,0.3764,0.1982
000281.jpg,L,0.3764,0.1982
000282.jpg,L,0.3764,0.1982
000283.jpg,L,0.3764,0.1982
000284.jpg,L,0.3764,0.1982
000285.jpg,L,0.3764,0.1982
000286.jpg,L,0.3764,0.1982
000287.jpg,L,0.3764,0.1982
000288.jpg,L,0.3764,0.1982
000289.jpg,L,0.3764,0.1982
000290.jpg,L,0.3764,0.1982
000291.jpg,L,0.3764,0.1982
000292.jpg,L,0.3764,0.1982
000293.jpg,L,0.3764,0.1982
000294.jpg,L,0.3764,0.1982
