# Copyright (c) 2018, NVIDIA CORPORATION.  All rights reserved.
# NVIDIA CORPORATION and its licensors retain all intellectual property
# and proprietary rights in and to this software, related documentation
# and any modifications thereto. Any use, reproduction, disclosure or
# distribution of this software and related documentation without an express
# license agreement from NVIDIA CORPORATION is strictly prohibited.
#
#
# dataset : NVGaze real eye (AR) / 31
#
#
imagefile,eye,gaze_x,gaze_y
000001.jpg,L,0.3092,0.2751
000002.jpg,L,0.3092,0.2751
000003.jpg,L,0.3092,0.2751
000004.jpg,L,0.3092,0.2751
000005.jpg,L,0.3092,0.2751
000006.jpg,L,0.3092,0.2751
000007.jpg,L,0.3092,0.2751
000008.jpg,L,0.3092,0.2751
000009.jpg,L,0.3092,0.2751
000010.jpg,L,0.3092,0.2751
000011.jpg,L,0.3092,0.2751
000012.jpg,L,0.3092,0.2751
000013.jpg,L,0.3092,0.2751
000014.jpg,L,0.3092,0.2751
000015.jpg,L,0.3092,0.2751
000016.jpg,L,0.3092,0.2751
000017.jpg,L,0.3092,0.2751
000018.jpg,L,0.3092,0.2751
000019.jpg,L,0.3092,0.2751
000020.jpg,L,0.3092,0.2751
000021.jpg,L,0.3092,0.2751
000022.jpg,L,0.3092,0.2751
000023.jpg,L,0.3092,0.2751
000024.jpg,L,0.3092,0.2751
000025.jpg,L,0.3092,0.2751
000026.jpg,L,0.3092,0.2751
000027.jpg,L,0.3092,0.2751
000028.jpg,L,0.3092,0.2751
000029.jpg,L,0.3092,0.2751
000030.jpg,L,0.3092,0.2751
000031.jpg,L,0.3092,0.2751
000032.jpg,L,0.3092,0.2751
000033.jpg,L,0.3092,0.2751
000034.jpg,L,0.3092,0.2751
000035.jpg,L,0.3092,0.2751
000036.jpg,L,0.3092,0.2751
000037.jpg,L,0.3092,0.2751
000038.jpg,L,0.3092,0.2751
000039.jpg,L,0.3092,0.2751
000040.jpg,L,0.3092,0.2751
000041.jpg,L,0.3092,0.2751
000042.jpg,L,0.3092,0.2751
000043.jpg,L,0.3092,0.2751
000044.jpg,L,0.3092,0.2751
000045.jpg,L,0.3092,0.2751
000046.jpg,L,0.3092,0.2751
000047.jpg,L,0.3092,0.2751
000048.jpg,L,0.3092,0.2751
000049.jpg,L,0.3092,0.2751
000050.jpg,L,0.3092,0.2751
000051.jpg,L,0.3092,0.2751
000052.jpg,L,0.3092,0.2751
000053.jpg,L,0.3092,0.2751
000054.jpg,L,0.3092,0.2751
000055.jpg,L,0.3092,0.2751
000056.jpg,L,0.3092,0.2751
000057.jpg,L,0.3092,0.2751
000058.jpg,L,0.3092,0.2751
000059.jpg,L,0.3092,0.2751
000060.jpg,L,0.3092,0.2751
000061.jpg,L,0.3092,0.2751
000062.jpg,L,0.3092,0.2751
000063.jpg,L,0.3092,0.2751
000064.jpg,L,0.3092,0.2751
000065.jpg,L,0.3092,0.2751
000066.jpg,L,0.3092,0.2751
000067.jpg,L,0.3092,0.2751
000068.jpg,L,0.3092,0.2751
000069.jpg,L,0.3092,0.2751
000070.jpg,L,0.3092,0.2751
000071.jpg,L,0.3092,0.2751
000072.jpg,L,0.3092,0.2751
000073.jpg,L,0.3092,0.2751
000074.jpg,L,0.3092,0.2751
000075.jpg,L,0.3092,0.2751
000076.jpg,L,0.3092,0.2751
000077.jpg,L,0.3092,0.2751
000078.jpg,L,0.3092,0.2751
000079.jpg,L,0.3092,0.2751
000080.jpg,L,0.3092,0.2751
000081.jpg,L,0.3092,0.2751
000082.jpg,L,0.3092,0.2751
000083.jpg,L,0.3092,0.2751
000084.jpg,L,0.3092,0.2751
000085.jpg,L,0.3092,0.2751
000086.jpg,L,0.3092,0.2751
000087.jpg,L,0.3092,0.2751
000088.jpg,L,0.3092,0.2751
000089.jpg,L,0.3092,0.2751
000090.jpg,L,0.3092,0.2751
000091.jpg,L,0.3092,0.2751
000092.jpg,L,0.3092,0.2751
000093.jpg,L,0.3092,0.2751
000094.jpg,L,0.3092,0.2751
000095.jpg,L,0.3092,0.2751
000096.jpg,L,0.3092,0.2751
000097.jpg,L,0.3092,0.2751
000098.jpg,L,0.3092,0.2751
000099.jpg,L,0.3092,0.2751
000100.jpg,L,0.3092,0.2751
000101.jpg,L,0.3092,0.2751
000102.jpg,L,0.3092,0.2751
000103.jpg,L,0.3092,0.2751
000104.jpg,L,0.3092,0.2751
000105.jpg,L,0.3092,0.2751
000106.jpg,L,0.3092,0.2751
000107.jpg,L,0.3092,0.2751
000108.jpg,L,0.3092,0.2751
000109.jpg,L,0.3092,0.2751
000110.jpg,L,0.3092,0.2751
000111.jpg,L,0.3092,0.2751
000112.jpg,L,0.3092,0.2751
000113.jpg,L,0.3092,0.2751
000114.jpg,L,0.3092,0.2751
000115.jpg,L,0.3092,0.2751
000116.jpg,L,0.3092,0.2751
000117.jpg,L,0.3092,0.2751
000118.jpg,L,0.3092,0.2751
000119.jpg,L,0.3092,0.2751
000120.jpg,L,0.3092,0.2751
000121.jpg,L,0.3092,0.2751
000122.jpg,L,0.3092,0.2751
000123.jpg,L,0.3092,0.2751
000124.jpg,L,0.3092,0.2751
000125.jpg,L,0.3092,0.2751
000126.jpg,L,0.3092,0.2751
000127.jpg,L,0.3092,0.2751
000128.jpg,L,0.3092,0.2751
000129.jpg,L,0.3092,0.2751
000130.jpg,L,0.3092,0.2751
000131.jpg,L,0.3092,0.2751
000132.jpg,L,0.3092,0.2751
000133.jpg,L,0.3092,0.2751
000134.jpg,L,0.3092,0.2751
000135.jpg,L,0.3092,0.2751
000136.jpg,L,0.3092,0.2751
000137.jpg,L,0.3092,0.2751
000138.jpg,L,0.3092,0.2751
000139.jpg,L,0.3092,0.2751
000140.jpg,L,0.3092,0.2751
000141.jpg,L,0.3092,0.2751
000142.jpg,L,0.3092,0.2751
000143.jpg,L,0.3092,0.2751
000144.jpg,L,0.3092,0.2751
000145.jpg,L,0.3092,0.2751
000146.jpg,L,0.3092,0.2751
000147.jpg,L,0.3092,0.2751
000148.jpg,L,0.3092,0.2751
000149.jpg,L,0.3092,0.2751
000150.jpg,L,0.3092,0.2751
000151.jpg,L,0.3092,0.2751
000152.jpg,L,0.3092,0.2751
000153.jpg,L,0.3092,0.2751
000154.jpg,L,0.3092,0.2751
000155.jpg,L,0.3092,0.2751
000156.jpg,L,0.3092,0.2751
000157.jpg,L,0.3092,0.2751
000158.jpg,L,0.3092,0.2751
000159.jpg,L,0.3092,0.2751
000160.jpg,L,0.3092,0.2751
000161.jpg,L,0.3092,0.2751
000162.jpg,L,0.3092,0.2751
000163.jpg,L,0.3092,0.2751
000164.jpg,L,0.3092,0.2751
000165.jpg,L,0.3092,0.2751
000166.jpg,L,0.3092,0.2751
000167.jpg,L,0.3092,0.2751
000168.jpg,L,0.3092,0.2751
000169.jpg,L,0.3092,0.2751
000170.jpg,L,0.3092,0.2751
000171.jpg,L,0.3092,0.2751
000172.jpg,L,0.3092,0.2751
000173.jpg,L,0.3092,0.2751
000174.jpg,L,0.3092,0.2751
000175.jpg,L,0.3092,0.2751
000176.jpg,L,0.3092,0.2751
000177.jpg,L,0.3092,0.2751
000178.jpg,L,0.3092,0.2751
000179.jpg,L,0.3092,0.2751
000180.jpg,R,0.3092,0.2751
000181.jpg,R,0.3092,0.2751
000182.jpg,R,0.3092,0.2751
