# Copyright (c) 2018, NVIDIA CORPORATION.  All rights reserved.
# NVIDIA CORPORATION and its licensors retain all intellectual property
# and proprietary rights in and to this software, related documentation
# and any modifications thereto. Any use, reproduction, disclosure or
# distribution of this software and related documentation without an express
# license agreement from NVIDIA CORPORATION is strictly prohibited.
#
#
# dataset : NVGaze real eye (AR) / 03
#
#
imagefile,eye,gaze_x,gaze_y
000001.jpg,L,0.1218,0.3073
000002.jpg,L,0.1218,0.3073
000003.jpg,L,0.1218,0.3073
000004.jpg,L,0.1218,0.3073
000005.jpg,L,0.1218,0.3073
000006.jpg,L,0.1218,0.3073
000007.jpg,L,0.1218,0.3073
000008.jpg,L,0.1218,0.3073
000009.jpg,L,0.1218,0.3073
000010.jpg,L,0.1218,0.3073
000011.jpg,L,0.1218,0.3073
000012.jpg,L,0.1218,0.3073
000013.jpg,L,0.1218,0.3073
000014.jpg,L,0.1218,0.3073
000015.jpg,L,0.1218,0.3073
000016.jpg,L,0.1218,0.3073
000017.jpg,L,0.1218,0.3073
000018.jpg,L,0.1218,0.3073
000019.jpg,L,0.1218,0.3073
000020.jpg,L,0.1218,0.3073
000021.jpg,L,0.1218,0.3073
000022.jpg,L,0.1218,0.3073
000023.jpg,L,0.1218,0.3073
000024.jpg,L,0.1218,0.3073
000025.jpg,L,0.1218,0.3073
000026.jpg,L,0.1218,0.3073
000027.jpg,L,0.1218,0.3073
000028.jpg,L,0.1218,0.3073
000029.jpg,L,0.1218,0.3073
000030.jpg,L,0.1218,0.3073
000031.jpg,L,0.1218,0.3073
000032.jpg,L,0.1218,0.3073
000033.jpg,L,0.1218,0.3073
000034.jpg,L,0.1218,0.3073
000035.jpg,L,0.1218,0.3073
000036.jpg,L,0.1218,0.3073
000037.jpg,L,0.1218,0.3073
000038.jpg,L,0.1218,0.3073
000039.jpg,L,0.1218,0.3073
000040.jpg,L,0.1218,0.3073
000041.jpg,L,0.1218,0.3073
000042.jpg,L,0.1218,0.3073
000043.jpg,L,0.1218,0.3073
000044.jpg,L,0.1218,0.3073
000045.jpg,L,0.1218,0.3073
000046.jpg,L,0.1218,0.3073
000047.jpg,L,0.1218,0.3073
000048.jpg,L,0.1218,0.3073
000049.jpg,L,0.1218,0.3073
000050.jpg,L,0.1218,0.3073
000051.jpg,L,0.1218,0.3073
000052.jpg,L,0.1218,0.3073
000053.jpg,L,0.1218,0.3073
000054.jpg,L,0.1218,0.3073
000055.jpg,L,0.1218,0.3073
000056.jpg,L,0.1218,0.3073
000057.jpg,L,0.1218,0.3073
000058.jpg,L,0.1218,0.3073
000059.jpg,L,0.1218,0.3073
000060.jpg,L,0.1218,0.3073
000061.jpg,L,0.1218,0.3073
000062.jpg,L,0.1218,0.3073
000063.jpg,L,0.1218,0.3073
000064.jpg,L,0.1218,0.3073
000065.jpg,L,0.1218,0.3073
000066.jpg,L,0.1218,0.3073
000067.jpg,L,0.1218,0.3073
000068.jpg,L,0.1218,0.3073
000069.jpg,L,0.1218,0.3073
000070.jpg,L,0.1218,0.3073
000071.jpg,L,0.1218,0.3073
