# Copyright (c) 2018, NVIDIA CORPORATION.  All rights reserved.
# NVIDIA CORPORATION and its licensors retain all intellectual property
# and proprietary rights in and to this software, related documentation
# and any modifications thereto. Any use, reproduction, disclosure or
# distribution of this software and related documentation without an express
# license agreement from NVIDIA CORPORATION is strictly prohibited.
#
#
# dataset : NVGaze real eye (AR) / 30
#
#
imagefile,eye,gaze_x,gaze_y
000001.jpg,L,-0.2679,-0.0126
000002.jpg,L,-0.2679,-0.0126
000003.jpg,L,-0.2679,-0.0126
000004.jpg,L,-0.2679,-0.0126
000005.jpg,L,-0.2679,-0.0126
000006.jpg,L,-0.2679,-0.0126
000007.jpg,L,-0.2679,-0.0126
000008.jpg,L,-0.2679,-0.0126
000009.jpg,L,-0.2679,-0.0126
000010.jpg,L,-0.2679,-0.0126
000011.jpg,L,-0.2679,-0.0126
000012.jpg,L,-0.2679,-0.0126
000013.jpg,L,-0.2679,-0.0126
000014.jpg,L,-0.2679,-0.0126
000015.jpg,L,-0.2679,-0.0126
000016.jpg,L,-0.2679,-0.0126
000017.jpg,L,-0.2679,-0.0126
000018.jpg,L,-0.2679,-0.0126
000019.jpg,L,-0.2679,-0.0126
000020.jpg,L,-0.2679,-0.0126
000021.jpg,L,-0.2679,-0.0126
000022.jpg,L,-0.2679,-0.0126
000023.jpg,L,-0.2679,-0.0126
000024.jpg,L,-0.2679,-0.0126
000025.jpg,L,-0.2679,-0.0126
000026.jpg,L,-0.2679,-0.0126
000027.jpg,L,-0.2679,-0.0126
000028.jpg,L,-0.2679,-0.0126
000029.jpg,L,-0.2679,-0.0126
000030.jpg,L,-0.2679,-0.0126
000031.jpg,L,-0.2679,-0.0126
000032.jpg,L,-0.2679,-0.0126
000033.jpg,L,-0.2679,-0.0126
000034.jpg,L,-0.2679,-0.0126
000035.jpg,L,-0.2679,-0.0126
000036.jpg,L,-0.2679,-0.0126
000037.jpg,L,-0.2679,-0.0126
000038.jpg,L,-0.2679,-0.0126
000039.jpg,L,-0.2679,-0.0126
000040.jpg,L,-0.2679,-0.0126
000041.jpg,L,-0.2679,-0.0126
000042.jpg,L,-0.2679,-0.0126
000043.jpg,L,-0.2679,-0.0126
000044.jpg,L,-0.2679,-0.0126
000045.jpg,L,-0.2679,-0.0126
000046.jpg,L,-0.2679,-0.0126
000047.jpg,L,-0.2679,-0.0126
000048.jpg,L,-0.2679,-0.0126
000049.jpg,L,-0.2679,-0.0126
000050.jpg,L,-0.2679,-0.0126
000051.jpg,L,-0.2679,-0.0126
000052.jpg,L,-0.2679,-0.0126
000053.jpg,L,-0.2679,-0.0126
000054.jpg,L,-0.2679,-0.0126
000055.jpg,L,-0.2679,-0.0126
000056.jpg,L,-0.2679,-0.0126
000057.jpg,L,-0.2679,-0.0126
000058.jpg,L,-0.2679,-0.0126
000059.jpg,L,-0.2679,-0.0126
000060.jpg,L,-0.2679,-0.0126
000061.jpg,L,-0.2679,-0.0126
000062.jpg,L,-0.2679,-0.0126
000063.jpg,L,-0.2679,-0.0126
000064.jpg,L,-0.2679,-0.0126
000065.jpg,L,-0.2679,-0.0126
000066.jpg,L,-0.2679,-0.0126
000067.jpg,L,-0.2679,-0.0126
000068.jpg,L,-0.2679,-0.0126
000069.jpg,L,-0.2679,-0.0126
000070.jpg,L,-0.2679,-0.0126
000071.jpg,L,-0.2679,-0.0126
000072.jpg,L,-0.2679,-0.0126
000073.jpg,L,-0.2679,-0.0126
000074.jpg,L,-0.2679,-0.0126
000075.jpg,L,-0.2679,-0.0126
000076.jpg,L,-0.2679,-0.0126
000077.jpg,L,-0.2679,-0.0126
000078.jpg,L,-0.2679,-0.0126
000079.jpg,L,-0.2679,-0.0126
000080.jpg,L,-0.2679,-0.0126
000081.jpg,L,-0.2679,-0.0126
000082.jpg,L,-0.2679,-0.0126
000083.jpg,L,-0.2679,-0.0126
000084.jpg,L,-0.2679,-0.0126
000085.jpg,L,-0.2679,-0.0126
000086.jpg,L,-0.2679,-0.0126
000087.jpg,L,-0.2679,-0.0126
000088.jpg,L,-0.2679,-0.0126
000089.jpg,L,-0.2679,-0.0126
000090.jpg,L,-0.2679,-0.0126
000091.jpg,L,-0.2679,-0.0126
000092.jpg,L,-0.2679,-0.0126
000093.jpg,L,-0.2679,-0.0126
000094.jpg,L,-0.2679,-0.0126
000095.jpg,L,-0.2679,-0.0126
000096.jpg,L,-0.2679,-0.0126
000097.jpg,L,-0.2679,-0.0126
000098.jpg,L,-0.2679,-0.0126
000099.jpg,L,-0.2679,-0.0126
000100.jpg,L,-0.2679,-0.0126
000101.jpg,L,-0.2679,-0.0126
000102.jpg,L,-0.2679,-0.0126
000103.jpg,L,-0.2679,-0.0126
000104.jpg,L,-0.2679,-0.0126
000105.jpg,L,-0.2679,-0.0126
000106.jpg,L,-0.2679,-0.0126
000107.jpg,L,-0.2679,-0.0126
000108.jpg,L,-0.2679,-0.0126
000109.jpg,L,-0.2679,-0.0126
000110.jpg,L,-0.2679,-0.0126
000111.jpg,L,-0.2679,-0.0126
000112.jpg,L,-0.2679,-0.0126
000113.jpg,L,-0.2679,-0.0126
000114.jpg,L,-0.2679,-0.0126
000115.jpg,L,-0.2679,-0.0126
000116.jpg,L,-0.2679,-0.0126
000117.jpg,L,-0.2679,-0.0126
000118.jpg,L,-0.2679,-0.0126
000119.jpg,L,-0.2679,-0.0126
000120.jpg,L,-0.2679,-0.0126
000121.jpg,L,-0.2679,-0.0126
000122.jpg,L,-0.2679,-0.0126
000123.jpg,L,-0.2679,-0.0126
000124.jpg,L,-0.2679,-0.0126
000125.jpg,L,-0.2679,-0.0126
000126.jpg,L,-0.2679,-0.0126
000127.jpg,L,-0.2679,-0.0126
000128.jpg,L,-0.2679,-0.0126
000129.jpg,L,-0.2679,-0.0126
000130.jpg,L,-0.2679,-0.0126
000131.jpg,L,-0.2679,-0.0126
000132.jpg,L,-0.2679,-0.0126
000133.jpg,L,-0.2679,-0.0126
000134.jpg,L,-0.2679,-0.0126
000135.jpg,L,-0.2679,-0.0126
000136.jpg,L,-0.2679,-0.0126
000137.jpg,L,-0.2679,-0.0126
000138.jpg,L,-0.2679,-0.0126
000139.jpg,L,-0.2679,-0.0126
000140.jpg,L,-0.2679,-0.0126
000141.jpg,L,-0.2679,-0.0126
000142.jpg,L,-0.2679,-0.0126
000143.jpg,L,-0.2679,-0.0126
000144.jpg,L,-0.2679,-0.0126
000145.jpg,L,-0.2679,-0.0126
000146.jpg,L,-0.2679,-0.0126
000147.jpg,L,-0.2679,-0.0126
000148.jpg,L,-0.2679,-0.0126
000149.jpg,L,-0.2679,-0.0126
000150.jpg,L,-0.2679,-0.0126
000151.jpg,L,-0.2679,-0.0126
