# Copyright (c) 2018, NVIDIA CORPORATION.  All rights reserved.
# NVIDIA CORPORATION and its licensors retain all intellectual property
# and proprietary rights in and to this software, related documentation
# and any modifications thereto. Any use, reproduction, disclosure or
# distribution of this software and related documentation without an express
# license agreement from NVIDIA CORPORATION is strictly prohibited.
#
#
# dataset : NVGaze real eye (AR) / 38
#
#
imagefile,eye,gaze_x,gaze_y
000001.jpg,L,-0.1571,0.1058
000002.jpg,L,-0.1571,0.1058
000003.jpg,L,-0.1571,0.1058
000004.jpg,L,-0.1571,0.1058
000005.jpg,L,-0.1571,0.1058
000006.jpg,L,-0.1571,0.1058
000007.jpg,L,-0.1571,0.1058
000008.jpg,L,-0.1571,0.1058
000009.jpg,L,-0.1571,0.1058
000010.jpg,L,-0.1571,0.1058
000011.jpg,L,-0.1571,0.1058
000012.jpg,L,-0.1571,0.1058
000013.jpg,L,-0.1571,0.1058
000014.jpg,L,-0.1571,0.1058
000015.jpg,L,-0.1571,0.1058
000016.jpg,L,-0.1571,0.1058
000017.jpg,L,-0.1571,0.1058
000018.jpg,L,-0.1571,0.1058
000019.jpg,L,-0.1571,0.1058
000020.jpg,L,-0.1571,0.1058
000021.jpg,L,-0.1571,0.1058
000022.jpg,L,-0.1571,0.1058
000023.jpg,L,-0.1571,0.1058
000024.jpg,L,-0.1571,0.1058
000025.jpg,L,-0.1571,0.1058
000026.jpg,L,-0.1571,0.1058
000027.jpg,L,-0.1571,0.1058
000028.jpg,L,-0.1571,0.1058
000029.jpg,L,-0.1571,0.1058
000030.jpg,L,-0.1571,0.1058
000031.jpg,L,-0.1571,0.1058
000032.jpg,L,-0.1571,0.1058
000033.jpg,L,-0.1571,0.1058
000034.jpg,L,-0.1571,0.1058
000035.jpg,L,-0.1571,0.1058
000036.jpg,L,-0.1571,0.1058
000037.jpg,L,-0.1571,0.1058
000038.jpg,L,-0.1571,0.1058
000039.jpg,L,-0.1571,0.1058
000040.jpg,L,-0.1571,0.1058
000041.jpg,L,-0.1571,0.1058
000042.jpg,L,-0.1571,0.1058
000043.jpg,L,-0.1571,0.1058
000044.jpg,L,-0.1571,0.1058
000045.jpg,L,-0.1571,0.1058
000046.jpg,L,-0.1571,0.1058
000047.jpg,L,-0.1571,0.1058
000048.jpg,L,-0.1571,0.1058
000049.jpg,L,-0.1571,0.1058
000050.jpg,L,-0.1571,0.1058
000051.jpg,L,-0.1571,0.1058
000052.jpg,L,-0.1571,0.1058
000053.jpg,L,-0.1571,0.1058
000054.jpg,L,-0.1571,0.1058
000055.jpg,L,-0.1571,0.1058
000056.jpg,L,-0.1571,0.1058
000057.jpg,L,-0.1571,0.1058
000058.jpg,L,-0.1571,0.1058
000059.jpg,L,-0.1571,0.1058
000060.jpg,L,-0.1571,0.1058
000061.jpg,L,-0.1571,0.1058
000062.jpg,L,-0.1571,0.1058
000063.jpg,L,-0.1571,0.1058
000064.jpg,L,-0.1571,0.1058
000065.jpg,L,-0.1571,0.1058
000066.jpg,L,-0.1571,0.1058
000067.jpg,L,-0.1571,0.1058
000068.jpg,L,-0.1571,0.1058
000069.jpg,L,-0.1571,0.1058
000070.jpg,L,-0.1571,0.1058
000071.jpg,L,-0.1571,0.1058
000072.jpg,L,-0.1571,0.1058
000073.jpg,L,-0.1571,0.1058
000074.jpg,L,-0.1571,0.1058
000075.jpg,L,-0.1571,0.1058
000076.jpg,L,-0.1571,0.1058
000077.jpg,L,-0.1571,0.1058
000078.jpg,L,-0.1571,0.1058
000079.jpg,L,-0.1571,0.1058
000080.jpg,L,-0.1571,0.1058
000081.jpg,L,-0.1571,0.1058
000082.jpg,L,-0.1571,0.1058
000083.jpg,L,-0.1571,0.1058
000084.jpg,L,-0.1571,0.1058
000085.jpg,L,-0.1571,0.1058
000086.jpg,L,-0.1571,0.1058
000087.jpg,L,-0.1571,0.1058
000088.jpg,L,-0.1571,0.1058
000089.jpg,L,-0.1571,0.1058
000090.jpg,L,-0.1571,0.1058
000091.jpg,L,-0.1571,0.1058
000092.jpg,L,-0.1571,0.1058
000093.jpg,L,-0.1571,0.1058
000094.jpg,L,-0.1571,0.1058
000095.jpg,L,-0.1571,0.1058
000096.jpg,L,-0.1571,0.1058
000097.jpg,L,-0.1571,0.1058
000098.jpg,L,-0.1571,0.1058
000099.jpg,L,-0.1571,0.1058
000100.jpg,L,-0.1571,0.1058
000101.jpg,L,-0.1571,0.1058
000102.jpg,L,-0.1571,0.1058
000103.jpg,L,-0.1571,0.1058
000104.jpg,L,-0.1571,0.1058
000105.jpg,L,-0.1571,0.1058
000106.jpg,L,-0.1571,0.1058
000107.jpg,L,-0.1571,0.1058
000108.jpg,L,-0.1571,0.1058
000109.jpg,L,-0.1571,0.1058
000110.jpg,L,-0.1571,0.1058
000111.jpg,L,-0.1571,0.1058
000112.jpg,L,-0.1571,0.1058
000113.jpg,L,-0.1571,0.1058
000114.jpg,L,-0.1571,0.1058
000115.jpg,L,-0.1571,0.1058
000116.jpg,L,-0.1571,0.1058
000117.jpg,L,-0.1571,0.1058
000118.jpg,L,-0.1571,0.1058
000119.jpg,L,-0.1571,0.1058
000120.jpg,L,-0.1571,0.1058
000121.jpg,L,-0.1571,0.1058
000122.jpg,L,-0.1571,0.1058
000123.jpg,L,-0.1571,0.1058
000124.jpg,L,-0.1571,0.1058
000125.jpg,L,-0.1571,0.1058
000126.jpg,L,-0.1571,0.1058
000127.jpg,L,-0.1571,0.1058
000128.jpg,L,-0.1571,0.1058
000129.jpg,L,-0.1571,0.1058
000130.jpg,L,-0.1571,0.1058
000131.jpg,L,-0.1571,0.1058
000132.jpg,L,-0.1571,0.1058
000133.jpg,L,-0.1571,0.1058
000134.jpg,L,-0.1571,0.1058
000135.jpg,L,-0.1571,0.1058
000136.jpg,L,-0.1571,0.1058
000137.jpg,L,-0.1571,0.1058
000138.jpg,L,-0.1571,0.1058
000139.jpg,L,-0.1571,0.1058
000140.jpg,L,-0.1571,0.1058
000141.jpg,L,-0.1571,0.1058
000142.jpg,L,-0.1571,0.1058
000143.jpg,L,-0.1571,0.1058
000144.jpg,L,-0.1571,0.1058
000145.jpg,L,-0.1571,0.1058
000146.jpg,L,-0.1571,0.1058
000147.jpg,L,-0.1571,0.1058
000148.jpg,L,-0.1571,0.1058
000149.jpg,L,-0.1571,0.1058
000150.jpg,L,-0.1571,0.1058
000151.jpg,L,-0.1571,0.1058
000152.jpg,L,-0.1571,0.1058
000153.jpg,L,-0.1571,0.1058
000154.jpg,L,-0.1571,0.1058
000155.jpg,L,-0.1571,0.1058
000156.jpg,L,-0.1571,0.1058
000157.jpg,L,-0.1571,0.1058
000158.jpg,L,-0.1571,0.1058
000159.jpg,L,-0.1571,0.1058
000160.jpg,L,-0.1571,0.1058
000161.jpg,L,-0.1571,0.1058
000162.jpg,L,-0.1571,0.1058
000163.jpg,L,-0.1571,0.1058
000164.jpg,L,-0.1571,0.1058
000165.jpg,L,-0.1571,0.1058
000166.jpg,L,-0.1571,0.1058
000167.jpg,L,-0.1571,0.1058
000168.jpg,L,-0.1571,0.1058
000169.jpg,L,-0.1571,0.1058
000170.jpg,L,-0.1571,0.1058
000171.jpg,L,-0.1571,0.1058
000172.jpg,L,-0.1571,0.1058
000173.jpg,L,-0.1571,0.1058
000174.jpg,L,-0.1571,0.1058
000175.jpg,L,-0.1571,0.1058
000176.jpg,L,-0.1571,0.1058
000177.jpg,L,-0.1571,0.1058
000178.jpg,L,-0.1571,0.1058
000179.jpg,R,-0.1571,0.1058
